CyaniteTaggingExport_AubinHuet_050821;;;;;;;;;;;;
FILE NAME;DURATION;KEY;MOST SIGNIFICANT PART;ALL MOOD MEANS - Gives information about the average mood mix and the presence of all moods in the song.;MOODS (MOST DOMINANT);VALENCE;AROUSAL;ENERGY LEVEL;EMOTIONAL PROFILE;ENERGY DYNAMICS;EMOTIONAL DYNAMICS;KEYWORDS - these keywords can be customized as part of our „Keyword Cleaning”
Sonata in G Minor No.3, Op 50, 'Didone Abbandonata' - II. Adagio dolente.mp3.mp3;316;G minor;195 - 225;Calm : 0.72, Sad : 0.71, Romantic : 0.64, Chilled : 0.63, Dark : 0.46, Spherical : 0.42, Scary : 0.16, Epic : 0.14, Happy : 0.11, Energetic : 0.05, Aggressive : 0.03, Sexy : 0.03, Uplifting : 0.02;calm, chilled, romantic, sad;-0.69;-0.65;low;negative;low;low;calm, chilled, moderate, chillout, smooth, tender, soft, ambient, sentimental, relaxed, feeling, touching, romantic, emotion, spherical, sphere, floating, contemplative, gentle, tranquil
String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - II. Adagio ma non troppo.m4a.mp3;422;Eb major;75 - 105;Calm : 0.73, Sad : 0.69, Chilled : 0.67, Romantic : 0.67, Spherical : 0.41, Dark : 0.38, Epic : 0.15, Happy : 0.13, Scary : 0.12, Energetic : 0.05, Aggressive : 0.03, Sexy : 0.03, Uplifting : 0.02;calm, chilled, romantic, sad;-0.63;-0.65;low;negative;low;low;calm, chilled, moderate, romantic, tender, smooth, chillout, soft, sentimental, relaxed, classical, love, gentle, feeling, touching, romance, emotion, emotional, contemplative, soulful
Sonata in A Minor, D. 845 - III. Scherzo. Allegro vivace - Trio. Un poco piu lento.m4a.mp3;476;A major;45 - 75;Romantic : 0.70, Chilled : 0.61, Sad : 0.60, Calm : 0.59, Spherical : 0.28, Dark : 0.27, Happy : 0.27, Epic : 0.16, Energetic : 0.10, Scary : 0.07, Uplifting : 0.05, Sexy : 0.04, Aggressive : 0.02;calm, chilled, romantic, sad;-0.38;-0.49;low;negative;medium;low;calm, chilled, romantic, tender, moderate, love, soft, chillout, smooth, romance, sentimental, relaxed, feeling, classical, gentle, touching, emotional, emotion, soulful, easy
Sonata no. 2 in B flat minor 'Funeral march' - IV. Finale. Presto.mp3.mp3;126;Bb minor;15 - 45;Dark : 0.49, Energetic : 0.41, Sad : 0.38, Epic : 0.29, Scary : 0.26, Spherical : 0.26, Romantic : 0.23, Chilled : 0.20, Aggressive : 0.19, Happy : 0.17, Uplifting : 0.15, Calm : 0.12, Sexy : 0.05;ambiguous;-0.43;0.29;medium;negative;medium;medium;dark, classical, scary, sinister, epic, ominous, gloomy, sphere, spherical, atmosphere, sad, menacing, threatening, scare, daunting, scaring, powerful, aggressive, dangerous, energetic
Sonata no. 17 in D minor 'The Tempest', Op. 31 no. 2 - II. Adagio.mp3.mp3;450;Bb major;300 - 330;Calm : 0.80, Sad : 0.73, Chilled : 0.71, Romantic : 0.69, Spherical : 0.45, Dark : 0.43, Scary : 0.12, Epic : 0.10, Happy : 0.10, Sexy : 0.04, Energetic : 0.03, Aggressive : 0.02, Uplifting : 0.01;calm, chilled, romantic, sad;-0.67;-0.72;low;negative;low;low;calm, chilled, moderate, tender, romantic, chillout, smooth, soft, relaxed, sentimental, feeling, touching, gentle, emotion, love, romance, contemplative, emotional, soulful, tranquil
String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - III. Scherzo Allegro.m4a.mp3;253;Bb major;30 - 60;Romantic : 0.60, Chilled : 0.58, Happy : 0.55, Sad : 0.38, Calm : 0.34, Spherical : 0.22, Energetic : 0.19, Epic : 0.18, Dark : 0.14, Uplifting : 0.12, Sexy : 0.06, Scary : 0.04, Aggressive : 0.02;chilled, happy, romantic;0.12;-0.16;medium;balanced;low;low;classical, chilled, romantic, calm, love, tender, romance, chillout, soft, emotional, moderate, smooth, relaxed, gentle, feeling, touching, sentimental, emotion, soulful, easy
Sonata no. 17 in D minor 'The Tempest', Op. 31 no. 2 - I. Largo, allegro.mp3.mp3;474;D minor;90 - 120;Dark : 0.68, Sad : 0.59, Scary : 0.38, Epic : 0.35, Spherical : 0.35, Romantic : 0.31, Calm : 0.29, Chilled : 0.25, Energetic : 0.19, Aggressive : 0.09, Happy : 0.07, Uplifting : 0.04, Sexy : 0.02;dark, sad;-0.77;-0.10;medium;negative;medium;low;dark, classical, scary, sinister, sad, ominous, gloomy, epic, spherical, sphere, calm, atmosphere, classical influence, emotional, horror, affecting, menacing, sentimental, moderate, spooky
Sonata no. 2 in B flat minor 'Funeral march' - III. Marche Funebre, Lento.mp3.mp3;552;Db major;390 - 420;Calm : 0.70, Sad : 0.70, Chilled : 0.62, Dark : 0.60, Romantic : 0.53, Spherical : 0.48, Scary : 0.18, Epic : 0.10, Happy : 0.06, Energetic : 0.04, Sexy : 0.04, Aggressive : 0.03, Uplifting : 0.02;calm, chilled, dark, romantic, sad;-0.75;-0.63;low;negative;low;low;calm, chilled, moderate, chillout, tender, smooth, soft, sentimental, spherical, sphere, romantic, touching, relaxed, feeling, contemplative, emotion, classical, gentle, emotional, sad
Sonata no. 2 in B flat minor 'Funeral march' - II. Scherzo.mp3.mp3;459;F# major;180 - 210;Romantic : 0.68, Calm : 0.63, Sad : 0.63, Chilled : 0.62, Spherical : 0.31, Dark : 0.30, Happy : 0.21, Epic : 0.18, Energetic : 0.12, Scary : 0.09, Uplifting : 0.05, Aggressive : 0.03, Sexy : 0.03;calm, chilled, romantic, sad;-0.48;-0.50;variable;negative;high;low;calm, chilled, romantic, moderate, tender, classical, soft, smooth, love, chillout, sentimental, romance, relaxed, feeling, gentle, touching, emotional, emotion, soulful, contemplative
String Quartet No. 1 in A Major - III. Scherzo Prestissimo.m4a.mp3;115;C major;45 - 75;Energetic : 0.50, Happy : 0.49, Epic : 0.33, Uplifting : 0.31, Romantic : 0.29, Sad : 0.27, Chilled : 0.25, Spherical : 0.17, Dark : 0.16, Calm : 0.07, Scary : 0.07, Sexy : 0.06, Aggressive : 0.05;ambiguous;0.24;0.42;high;balanced;low;low;classical, classical influence, happy, energetic, positive, romantic, emotional, uplifting, epic, optimistic, chilled, love, energy, feeling, gladness, passionate, touching, affecting, melodic, upbeat
String Quartet No. 15 In D Minor, K 421 - IV. Allegretto Ma Non Troppo.m4a.mp3;399;D minor;15 - 45;Romantic : 0.76, Chilled : 0.70, Calm : 0.66, Sad : 0.59, Happy : 0.32, Spherical : 0.31, Epic : 0.19, Dark : 0.18, Energetic : 0.09, Uplifting : 0.05, Scary : 0.04, Sexy : 0.04, Aggressive : 0.01;calm, chilled, romantic, sad;-0.28;-0.57;low;balanced;medium;medium;calm, chilled, romantic, tender, moderate, love, chillout, soft, smooth, romance, relaxed, classical, sentimental, gentle, feeling, touching, emotional, emotion, soulful, easy
String Quartet No. 15 In D Minor, K 421 - I. Allegro Moderato.m4a.mp3;461;D minor;195 - 225;Romantic : 0.66, Sad : 0.62, Calm : 0.60, Chilled : 0.59, Spherical : 0.35, Dark : 0.31, Epic : 0.24, Happy : 0.22, Scary : 0.09, Energetic : 0.08, Uplifting : 0.04, Sexy : 0.03, Aggressive : 0.02;calm, chilled, romantic, sad;-0.47;-0.51;low;variable;low;high;calm, chilled, romantic, classical, moderate, tender, soft, love, smooth, chillout, sentimental, romance, emotional, feeling, gentle, touching, relaxed, emotion, soulful, contemplative
String Quartet No. 6 in F minor, Op. 80 - II. Allegro assai.m4a.mp3;299;C minor;45 - 75;Sad : 0.55, Romantic : 0.52, Epic : 0.44, Chilled : 0.39, Calm : 0.34, Dark : 0.32, Spherical : 0.28, Happy : 0.22, Energetic : 0.21, Scary : 0.12, Uplifting : 0.07, Aggressive : 0.04, Sexy : 0.02;romantic, sad;-0.44;-0.13;medium;negative;medium;low;classical, romantic, calm, emotional, chilled, sad, love, tender, sentimental, moderate, romance, touching, feeling, soft, emotion, classical influence, smooth, affecting, soulful, gentle
String Quartet No. 1 in A Major - I. Moderato - Allegro.m4a.mp3;888;A major;300 - 330;Sad : 0.61, Dark : 0.48, Romantic : 0.48, Calm : 0.42, Chilled : 0.38, Epic : 0.35, Spherical : 0.35, Scary : 0.22, Energetic : 0.17, Happy : 0.14, Aggressive : 0.05, Uplifting : 0.05, Sexy : 0.02;sad;-0.60;-0.24;medium;negative;medium;medium;classical, calm, sad, romantic, moderate, chilled, emotional, sentimental, tender, touching, feeling, spherical, soft, sphere, love, emotion, affecting, smooth, romance, contemplative
Sonata in G Minor No.3, Op 50, 'Didone Abbandonata' - III. Allegro agitato, e con disperazione.mp3.mp3;377;G minor;180 - 210;Sad : 0.62, Romantic : 0.56, Calm : 0.47, Chilled : 0.43, Dark : 0.43, Epic : 0.30, Spherical : 0.29, Scary : 0.18, Happy : 0.17, Energetic : 0.15, Aggressive : 0.05, Uplifting : 0.04, Sexy : 0.02;romantic, sad;-0.59;-0.33;medium;negative;medium;low;calm, classical, romantic, chilled, moderate, tender, sentimental, emotional, sad, soft, touching, feeling, smooth, love, emotion, chillout, romance, gentle, soulful, contemplative
String Quartet No. 1 in A Major - IV. Andante - Allegro risoluto.m4a.mp3;534;A minor;165 - 195;Sad : 0.40, Romantic : 0.37, Happy : 0.36, Chilled : 0.35, Dark : 0.33, Energetic : 0.29, Spherical : 0.27, Epic : 0.26, Calm : 0.23, Scary : 0.18, Uplifting : 0.17, Aggressive : 0.06, Sexy : 0.05;ambiguous;-0.12;0.06;medium;variable;medium;high;classical, classical influence, romantic, chilled, emotional, calm, tender, moderate, sentimental, feeling, touching, sad, love, affecting, emotion, soft, spherical, sphere, soulful, romance
String Quartet No. 1 in A Major - II. Andante con moto.m4a.mp3;518;F# minor;105 - 135;Sad : 0.72, Calm : 0.61, Dark : 0.56, Romantic : 0.53, Chilled : 0.49, Spherical : 0.48, Epic : 0.29, Scary : 0.24, Energetic : 0.08, Happy : 0.06, Aggressive : 0.05, Sexy : 0.02, Uplifting : 0.02;calm, dark, romantic, sad;-0.77;-0.50;low;negative;low;low;calm, classical, moderate, chilled, sad, tender, sentimental, spherical, sphere, romantic, smooth, soft, emotional, chillout, touching, feeling, contemplative, emotion, affecting, atmosphere
String Quartet No. 15 In D Minor, K 421 - II. Andante.m4a.mp3;316;F major;195 - 225;Calm : 0.79, Romantic : 0.75, Sad : 0.72, Chilled : 0.71, Spherical : 0.40, Dark : 0.31, Epic : 0.17, Happy : 0.14, Scary : 0.07, Energetic : 0.04, Sexy : 0.03, Aggressive : 0.02, Uplifting : 0.02;calm, chilled, romantic, sad;-0.61;-0.73;low;negative;low;low;calm, chilled, romantic, moderate, tender, smooth, chillout, soft, love, sentimental, relaxed, romance, gentle, feeling, touching, emotion, emotional, classical, soulful, contemplative
String Quartet No. 6 in F minor, Op. 80 - I. Allegro vivace assai.m4a.mp3;462;F minor;150 - 180;Sad : 0.55, Romantic : 0.47, Epic : 0.46, Chilled : 0.36, Dark : 0.36, Calm : 0.33, Spherical : 0.33, Energetic : 0.23, Happy : 0.20, Scary : 0.14, Uplifting : 0.09, Aggressive : 0.04, Sexy : 0.02;sad;-0.44;-0.10;medium;variable;medium;high;classical, romantic, calm, sad, emotional, chilled, sentimental, moderate, tender, love, classical influence, touching, feeling, emotion, epic, soft, affecting, romance, spherical, sphere
String Quartet No. 6 in B Flat Major, Op. 18, No. 6 - I. Allegro con brio.m4a.mp3;282;Bb major;240 - 270;Chilled : 0.62, Happy : 0.58, Romantic : 0.58, Calm : 0.35, Sad : 0.33, Spherical : 0.22, Energetic : 0.18, Uplifting : 0.15, Epic : 0.13, Dark : 0.11, Sexy : 0.07, Scary : 0.03, Aggressive : 0.02;chilled, happy, romantic;0.24;-0.17;medium;balanced;medium;medium;classical, chilled, romantic, calm, tender, love, chillout, soft, romance, relaxed, smooth, moderate, emotional, gentle, feeling, easy, touching, emotion, soulful, sentimental
Sonata in A Minor, D. 845 - IV. Rondo. Allegro vivace.m4a.mp3;363;A minor;15 - 45;Sad : 0.47, Romantic : 0.44, Dark : 0.38, Chilled : 0.32, Happy : 0.29, Energetic : 0.28, Epic : 0.28, Calm : 0.24, Spherical : 0.21, Scary : 0.17, Uplifting : 0.11, Aggressive : 0.06, Sexy : 0.03;ambiguous;-0.31;0.03;medium;negative;low;medium;classical, romantic, sad, classical influence, emotional, calm, chilled, love, sentimental, tender, touching, feeling, moderate, romance, emotion, affecting, soft, soulful, gentle, smooth
Sonata no. 2 in B flat minor 'Funeral march' - I. Grave, Doppio movimento.mp3.mp3;469;Bb minor;405 - 435;Dark : 0.73, Sad : 0.55, Scary : 0.48, Epic : 0.41, Spherical : 0.33, Energetic : 0.30, Romantic : 0.23, Calm : 0.21, Chilled : 0.18, Aggressive : 0.13, Happy : 0.06, Uplifting : 0.06, Sexy : 0.02;dark, sad;-0.76;0.08;medium;negative;medium;low;dark, classical, scary, sinister, ominous, epic, gloomy, sad, horror, menacing, threatening, scare, classical influence, evil, spooky, daunting, scaring, dangerous, creepy, action thriller
String Quartet No. 15 In D Minor, K 421 - III. Minuetto.m4a.mp3;253;D minor;15 - 45;Romantic : 0.71, Sad : 0.65, Calm : 0.64, Chilled : 0.61, Spherical : 0.32, Dark : 0.29, Epic : 0.23, Happy : 0.21, Energetic : 0.08, Scary : 0.08, Uplifting : 0.04, Sexy : 0.03, Aggressive : 0.02;calm, chilled, romantic, sad;-0.49;-0.56;low;negative;low;low;calm, chilled, romantic, moderate, tender, classical, love, soft, smooth, romance, chillout, sentimental, emotional, gentle, relaxed, feeling, touching, emotion, soulful, contemplative
String Quartet No. 6 in F minor, Op. 80 - IV. Finale. Allegro Molto.m4a.mp3;375;F minor;210 - 240;Sad : 0.51, Epic : 0.50, Romantic : 0.43, Dark : 0.38, Chilled : 0.29, Spherical : 0.28, Energetic : 0.27, Calm : 0.24, Happy : 0.22, Scary : 0.17, Uplifting : 0.10, Aggressive : 0.05, Sexy : 0.02;epic, sad;-0.41;0.03;medium;variable;low;high;classical, epic, sad, classical influence, romantic, emotional, calm, sentimental, love, touching, affecting, feeling, tender, chilled, moderate, dark, emotion, spherical, sphere, romance
String Quartet No. 6 in F minor, Op. 80 - III. Adagio.m4a.mp3;487;Ab major;405 - 435;Sad : 0.74, Calm : 0.69, Romantic : 0.63, Chilled : 0.58, Spherical : 0.47, Dark : 0.46, Epic : 0.30, Scary : 0.14, Happy : 0.09, Energetic : 0.06, Aggressive : 0.03, Sexy : 0.02, Uplifting : 0.02;calm, chilled, romantic, sad;-0.71;-0.60;low;negative;low;low;calm, chilled, moderate, romantic, tender, classical, smooth, soft, sentimental, chillout, touching, emotional, feeling, love, sad, emotion, gentle, romance, contemplative, relaxed
String Quartet no. 12  in F major 'American', Op. 96 - I.mp3.mp3;476;F major;0 - 30;Romantic : 0.61, Sad : 0.60, Chilled : 0.50, Calm : 0.49, Epic : 0.39, Spherical : 0.35, Dark : 0.30, Happy : 0.20, Energetic : 0.15, Scary : 0.11, Uplifting : 0.05, Aggressive : 0.03, Sexy : 0.02;romantic, sad;-0.47;-0.33;medium;negative;medium;medium;classical, calm, romantic, chilled, moderate, tender, love, emotional, sentimental, soft, smooth, romance, feeling, touching, chillout, emotion, gentle, sad, soulful, relaxed
String Quartet no. 12  in F major 'American', Op. 96 - II.mp3.mp3;472;D minor;360 - 390;Sad : 0.72, Calm : 0.63, Dark : 0.61, Chilled : 0.52, Romantic : 0.51, Spherical : 0.49, Scary : 0.26, Epic : 0.19, Energetic : 0.07, Happy : 0.07, Aggressive : 0.05, Sexy : 0.02, Uplifting : 0.02;calm, chilled, dark, romantic, sad;-0.77;-0.55;low;negative;low;low;calm, chilled, moderate, classical, spherical, tender, sphere, sad, sentimental, smooth, soft, chillout, romantic, touching, feeling, emotional, contemplative, emotion, atmosphere, affecting
String Quartet no. 12  in F major 'American', Op. 96 - IV.mp3.mp3;352;F major;195 - 225;Sad : 0.48, Epic : 0.45, Romantic : 0.39, Dark : 0.38, Chilled : 0.32, Energetic : 0.32, Spherical : 0.30, Calm : 0.26, Happy : 0.25, Scary : 0.19, Uplifting : 0.14, Aggressive : 0.06, Sexy : 0.03;ambiguous;-0.33;0.06;variable;variable;high;high;classical, classical influence, epic, sad, emotional, romantic, calm, chilled, sentimental, spherical, sphere, affecting, moderate, touching, feeling, tender, emotion, atmosphere, love, dark
String Quartet no. 15 in Am, Op. 132 - 1.mp3.mp3;594;C major;390 - 420;Sad : 0.59, Epic : 0.51, Dark : 0.45, Romantic : 0.44, Spherical : 0.38, Calm : 0.35, Chilled : 0.35, Energetic : 0.22, Scary : 0.21, Happy : 0.13, Uplifting : 0.07, Aggressive : 0.05, Sexy : 0.02;epic, sad;-0.58;-0.12;medium;negative;medium;medium;classical, sad, calm, epic, emotional, romantic, moderate, sentimental, spherical, sphere, chilled, touching, affecting, tender, classical influence, dark, feeling, atmosphere, emotion, soft
String Quartet no. 15 in Am, Op. 132 - 4.mp3.mp3;139;A major;15 - 45;Romantic : 0.58, Chilled : 0.57, Sad : 0.46, Calm : 0.42, Happy : 0.42, Spherical : 0.31, Dark : 0.25, Epic : 0.21, Energetic : 0.13, Scary : 0.09, Uplifting : 0.08, Sexy : 0.04, Aggressive : 0.02;chilled, romantic;-0.10;-0.29;medium;variable;low;high;classical, chilled, calm, romantic, tender, moderate, love, chillout, soft, smooth, emotional, romance, sentimental, feeling, relaxed, gentle, touching, emotion, soulful, easy
String Quartet no. 12  in F major 'American', Op. 96 - III.mp3.mp3;251;F major;30 - 60;Romantic : 0.52, Chilled : 0.43, Sad : 0.43, Epic : 0.38, Happy : 0.38, Calm : 0.27, Energetic : 0.24, Spherical : 0.23, Dark : 0.22, Uplifting : 0.11, Scary : 0.10, Aggressive : 0.03, Sexy : 0.03;romantic, chilled;-0.11;-0.03;medium;variable;low;high;classical, romantic, chilled, calm, emotional, love, tender, classical influence, romance, sentimental, feeling, touching, moderate, soft, emotion, gentle, soulful, chillout, smooth, affecting
Sonata in A Minor, D. 845 - I. Moderato.m4a.mp3;697;A minor;240 - 270;Dark : 0.64, Sad : 0.57, Scary : 0.35, Romantic : 0.34, Calm : 0.32, Spherical : 0.31, Chilled : 0.29, Epic : 0.28, Energetic : 0.22, Aggressive : 0.10, Happy : 0.10, Uplifting : 0.06, Sexy : 0.02;dark, sad;-0.70;-0.10;medium;negative;medium;low;classical, dark, scary, sinister, sad, calm, gloomy, ominous, spherical, sphere, emotional, moderate, atmosphere, sentimental, epic, affecting, classical influence, touching, chilled, feeling
String Quartet no. 15 in Am, Op. 132 - 2.mp3.mp3;569;A major;60 - 90;Sad : 0.57, Romantic : 0.45, Epic : 0.44, Dark : 0.41, Chilled : 0.33, Calm : 0.32, Spherical : 0.31, Energetic : 0.23, Scary : 0.17, Happy : 0.16, Uplifting : 0.07, Aggressive : 0.04, Sexy : 0.02;sad;-0.54;-0.09;medium;negative;medium;low;classical, sad, calm, romantic, emotional, classical influence, sentimental, moderate, epic, chilled, tender, touching, love, feeling, affecting, emotion, spherical, sphere, soft, romance
String Quartet no. 2 in D Major - I. Allegro moderato.m4a.mp3;542;D major;360 - 390;Sad : 0.64, Romantic : 0.63, Calm : 0.55, Chilled : 0.52, Spherical : 0.36, Epic : 0.35, Dark : 0.34, Happy : 0.17, Energetic : 0.12, Scary : 0.11, Uplifting : 0.04, Aggressive : 0.03, Sexy : 0.02;calm, chilled, romantic, sad;-0.55;-0.43;low;negative;medium;medium;calm, classical, romantic, chilled, moderate, tender, sentimental, love, soft, emotional, smooth, romance, chillout, touching, feeling, emotion, gentle, sad, relaxed, soulful
String Quartet no. 15 in Am, Op. 132 - 5.mp3.mp3;419;C major;120 - 150;Epic : 0.56, Sad : 0.53, Dark : 0.44, Romantic : 0.38, Energetic : 0.32, Spherical : 0.31, Chilled : 0.27, Calm : 0.25, Scary : 0.23, Happy : 0.15, Uplifting : 0.10, Aggressive : 0.08, Sexy : 0.02;epic, sad;-0.52;0.06;medium;negative;medium;medium;classical, epic, sad, dark, classical influence, emotional, scary, sinister, romantic, calm, spherical, sphere, affecting, sentimental, atmosphere, touching, moderate, feeling, gloomy, ominous
String Quartet no. 15 in Am, Op. 132 - 3.mp3.mp3;Track with id 2009020 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
Symphony No. 1 in C Minor, Op. 68 - III. Un poco allegretto e grazioso.m4a.mp3;296;Ab major;195 - 225;Sad : 0.65, Epic : 0.50, Dark : 0.49, Romantic : 0.45, Calm : 0.41, Spherical : 0.41, Chilled : 0.36, Scary : 0.20, Energetic : 0.19, Happy : 0.09, Uplifting : 0.06, Aggressive : 0.04, Sexy : 0.02;epic, sad;-0.68;-0.22;medium;negative;medium;low;classical, calm, sad, moderate, emotional, romantic, spherical, sentimental, sphere, chilled, epic, tender, touching, affecting, feeling, atmosphere, dark, emotion, soft, contemplative
String Quartet no. 2 in D Major - III. Nocturne Andante.m4a.mp3;548;A major;495 - 525;Sad : 0.69, Calm : 0.56, Romantic : 0.53, Chilled : 0.49, Dark : 0.49, Spherical : 0.45, Epic : 0.32, Scary : 0.18, Energetic : 0.10, Happy : 0.09, Aggressive : 0.04, Uplifting : 0.03, Sexy : 0.02;calm, romantic, sad;-0.70;-0.43;low;negative;medium;low;calm, classical, chilled, moderate, romantic, sad, tender, sentimental, soft, emotional, smooth, spherical, sphere, touching, chillout, feeling, emotion, contemplative, love, gentle
String Sextet in D Minor ''Souvenir de Florence'', Op. 70 - III. Allegro Moderato.mp3.mp3;435;A minor;30 - 60;Epic : 0.54, Sad : 0.48, Dark : 0.40, Energetic : 0.40, Spherical : 0.32, Romantic : 0.30, Chilled : 0.25, Calm : 0.21, Scary : 0.21, Uplifting : 0.20, Happy : 0.16, Aggressive : 0.08, Sexy : 0.03;epic, sad;-0.39;0.19;variable;variable;high;high;classical, epic, dark, sad, classical influence, spherical, sphere, emotional, sinister, scary, atmosphere, affecting, calm, sentimental, gloomy, touching, feeling, romantic, emotion, moderate
String Quartet no. 2 in D Major - IV. Finale Andante - Vivace.m4a.mp3;435;D major;60 - 90;Dark : 0.43, Sad : 0.43, Epic : 0.40, Energetic : 0.32, Spherical : 0.29, Romantic : 0.28, Chilled : 0.24, Scary : 0.24, Happy : 0.21, Calm : 0.16, Uplifting : 0.13, Aggressive : 0.07, Sexy : 0.03;ambiguous;-0.36;0.16;medium;variable;medium;high;classical, classical influence, epic, dark, sad, scary, sinister, emotional, spherical, sphere, atmosphere, gloomy, ominous, affecting, sentimental, romantic, touching, calm, feeling, moderate
Symphony No. 1 in C Minor, Op. 68 - II. Andante sostenuto.m4a.mp3;518;E major;30 - 60;Sad : 0.72, Calm : 0.61, Romantic : 0.53, Dark : 0.51, Chilled : 0.50, Spherical : 0.50, Epic : 0.39, Scary : 0.17, Energetic : 0.08, Happy : 0.06, Aggressive : 0.03, Uplifting : 0.03, Sexy : 0.02;calm, dark, romantic, sad, spherical;-0.76;-0.49;low;negative;low;low;calm, classical, moderate, chilled, sad, tender, sentimental, romantic, spherical, sphere, smooth, soft, emotional, chillout, touching, feeling, emotion, contemplative, affecting, gentle
String Quartet no. 2 in D Major - II. Scherzo Allegro.m4a.mp3;337;F major;210 - 240;Epic : 0.41, Romantic : 0.41, Sad : 0.41, Chilled : 0.34, Happy : 0.33, Energetic : 0.32, Dark : 0.28, Spherical : 0.24, Calm : 0.21, Uplifting : 0.16, Scary : 0.12, Aggressive : 0.05, Sexy : 0.04;ambiguous;-0.15;0.12;medium;variable;medium;high;classical, classical influence, romantic, emotional, chilled, epic, calm, love, sad, tender, sentimental, feeling, touching, emotion, romance, affecting, moderate, soulful, soft, gentle
Symphonic Sketches - II. Noel.mp3;393;Db major;45 - 75;Sad : 0.72, Calm : 0.63, Chilled : 0.53, Dark : 0.53, Romantic : 0.53, Spherical : 0.51, Epic : 0.32, Scary : 0.17, Energetic : 0.08, Happy : 0.06, Aggressive : 0.03, Sexy : 0.02, Uplifting : 0.02;calm, chilled, dark, romantic, sad, spherical;-0.74;-0.52;low;negative;low;low;calm, chilled, moderate, classical, tender, spherical, sphere, sentimental, smooth, soft, romantic, chillout, sad, touching, feeling, emotional, contemplative, emotion, gentle, affecting
Symphony No. 2 in D Major, Op. 73 - III. Allegretto Grazioso (take 1).m4a.mp3;303;G major;45 - 75;Sad : 0.66, Calm : 0.53, Romantic : 0.52, Chilled : 0.48, Dark : 0.43, Spherical : 0.42, Epic : 0.37, Energetic : 0.17, Scary : 0.15, Happy : 0.09, Uplifting : 0.07, Aggressive : 0.03, Sexy : 0.02;calm, romantic, sad;-0.62;-0.34;variable;negative;high;medium;calm, classical, chilled, moderate, romantic, tender, sad, sentimental, emotional, soft, smooth, touching, feeling, spherical, chillout, sphere, emotion, love, contemplative, affecting
Symphony No. 3 in E Flat Major Eroica, Op. 55 - III. Scherzo Allegro vivace.m4a.mp3;350;Eb major;75 - 105;Epic : 0.66, Dark : 0.52, Energetic : 0.52, Sad : 0.43, Scary : 0.33, Spherical : 0.28, Uplifting : 0.19, Romantic : 0.15, Aggressive : 0.11, Chilled : 0.10, Happy : 0.08, Calm : 0.06, Sexy : 0.02;dark, energetic, epic;-0.50;0.46;high;negative;low;low;classical, epic, dark, scary, sinister, ominous, classical influence, powerful, super hero, energetic, trailers and promos, action thriller, menacing, gloomy, horror, dramatic, sad, threatening, fantasy magical, aggressive
Symphony No. 2 in D Major, Op. 73 - II. Adagio non toppo.m4a.mp3;557;B major;405 - 435;Dark : 0.66, Sad : 0.66, Spherical : 0.49, Calm : 0.41, Epic : 0.41, Romantic : 0.34, Scary : 0.34, Chilled : 0.33, Energetic : 0.16, Aggressive : 0.07, Happy : 0.05, Uplifting : 0.05, Sexy : 0.02;dark, sad;-0.76;-0.23;medium;negative;medium;low;classical, dark, sad, spherical, sphere, calm, sinister, scary, atmosphere, moderate, gloomy, epic, affecting, emotional, sentimental, ominous, chilled, touching, contemplative, feeling
Symphony No. 2 in D Major, Op. 73 - IV. Allegro Con Spirito.m4a.mp3;586;D major;480 - 510;Epic : 0.70, Energetic : 0.50, Sad : 0.46, Dark : 0.41, Spherical : 0.29, Scary : 0.25, Romantic : 0.22, Uplifting : 0.21, Chilled : 0.13, Happy : 0.11, Calm : 0.10, Aggressive : 0.09, Sexy : 0.02;epic, energetic;-0.41;0.40;high;negative;medium;medium;classical, epic, dark, classical influence, scary, sinister, ominous, powerful, sad, energetic, trailers and promos, super hero, action thriller, dramatic, gloomy, monumental, heroic, fantasy magical, trailer, adventure family adventure
Symphony No. 1 in C Minor, Op. 68 - IV. Adagio - Più andante - Allegro non troppo, ma con brio.m4a.mp3;Track with id 2009032 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
Symphony No. 3 in F Major, Op. 90 - II. Andante.m4a.mp3;530;C major;30 - 60;Sad : 0.70, Calm : 0.67, Romantic : 0.64, Chilled : 0.62, Spherical : 0.50, Dark : 0.37, Epic : 0.32, Scary : 0.11, Happy : 0.10, Energetic : 0.07, Uplifting : 0.03, Aggressive : 0.02, Sexy : 0.02;calm, chilled, romantic, sad, spherical;-0.64;-0.56;low;negative;medium;low;calm, chilled, moderate, romantic, tender, smooth, chillout, soft, sentimental, feeling, touching, classical, emotion, emotional, relaxed, love, spherical, gentle, sphere, romance
Symphony No. 1 in C Minor, Op. 68 - I. Un poco sostenuto - Allegro.m4a.mp3;Track with id 2009034 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
Symphony No. 2 in D Major, Op. 73 - I. Allegro non troppo.m4a.mp3;Track with id 2009035 status: FAILED, error: ERR_TRACK_TOO_LONG;;;;;;;;;;;
